Transaction_ID,Date,Merchant,Category,Amount,Payment_Method,Location,Income_Expense,Account_Balance,Year,Month,Month_Name,Quarter,Day_Of_Week,Is_Weekend
101329,2024-02-04,DMart,Groceries,154.39,Credit Card,Mumbai,Expense,-200070.84,2024,2,February,Q1,Sunday,1
101330,2024-02-04,Chaayos,Food & Dining,83.75,UPI,Mumbai,Expense,-200154.59,2024,2,February,Q1,Sunday,1
101331,2024-02-05,Airtel,Bills,1149.88,Debit Card,Online,Expense,-201304.47,2024,2,February,Q1,Monday,0
101332,2024-02-05,Udemy,Education,1350.75,Debit Card,Noida,Expense,-202655.22,2024,2,February,Q1,Monday,0
101333,2024-02-05,McDonald's,Food & Dining,287.82,Cash,New Delhi,Expense,-202943.04,2024,2,February,Q1,Monday,0
101334,2024-02-05,Spotify,Entertainment,566.94,Credit Card,Noida,Expense,-203509.98,2024,2,February,Q1,Monday,0
101335,2024-02-06,McDonald's,Food & Dining,191.91,Cash,Hyderabad,Expense,-203701.89,2024,2,February,Q1,Tuesday,0
101336,2024-02-06,Burger King,Food & Dining,338.67,UPI,New Delhi,Expense,-204040.56,2024,2,February,Q1,Tuesday,0
101337,2024-02-06,Gift Shop,Miscellaneous,184.66,UPI,New Delhi,Expense,-204225.22,2024,2,February,Q1,Tuesday,0
101338,2024-02-07,McDonald's,Food & Dining,179.21,Cash,Online,Expense,-204404.43,2024,2,February,Q1,Wednesday,0
101339,2024-02-07,OYO,Travel,6970.79,Credit Card,Mumbai,Expense,-211375.22,2024,2,February,Q1,Wednesday,0
101340,2024-02-08,Chaayos,Food & Dining,131.82,Debit Card,Online,Expense,-211507.04,2024,2,February,Q1,Thursday,0
101341,2024-02-08,Burger King,Food & Dining,318.83,UPI,Gurugram,Expense,-211825.87,2024,2,February,Q1,Thursday,0
101342,2024-02-08,BigBasket,Groceries,506.14,Credit Card,Gurugram,Expense,-212332.01,2024,2,February,Q1,Thursday,0
101343,2024-02-08,Blinkit,Groceries,189.08,Debit Card,Hyderabad,Expense,-212521.09,2024,2,February,Q1,Thursday,0
101344,2024-02-08,Ola,Transportation,126.61,Cash,Hyderabad,Expense,-212647.7,2024,2,February,Q1,Thursday,0
101345,2024-02-09,Flipkart,Shopping,1703.6,Cash,Noida,Expense,-214351.3,2024,2,February,Q1,Friday,0
101346,2024-02-09,McDonald's,Food & Dining,127.29,Cash,Gurugram,Expense,-214478.59,2024,2,February,Q1,Friday,0
101347,2024-02-09,Stationery,Miscellaneous,374.7,Debit Card,New Delhi,Expense,-214853.29,2024,2,February,Q1,Friday,0
101348,2024-02-09,Chaayos,Food & Dining,345.19,UPI,Online,Expense,-215198.48,2024,2,February,Q1,Friday,0
101349,2024-02-10,Chaayos,Food & Dining,265.03,Cash,Online,Expense,-215463.51,2024,2,February,Q1,Saturday,1
101350,2024-02-10,DMart,Groceries,425.8,Net Banking,New Delhi,Expense,-215889.31,2024,2,February,Q1,Saturday,1
101351,2024-02-10,Delhi Metro,Transportation,53.57,Credit Card,Hyderabad,Expense,-215942.88,2024,2,February,Q1,Saturday,1
101352,2024-02-10,McDonald's,Food & Dining,247.31,Debit Card,Noida,Expense,-216190.19,2024,2,February,Q1,Saturday,1
101353,2024-02-10,Flipkart,Shopping,1905.75,Debit Card,Mumbai,Expense,-218095.94,2024,2,February,Q1,Saturday,1
101354,2024-02-10,Hostel Laundry,Bills,677.15,Cash,New Delhi,Expense,-218773.09,2024,2,February,Q1,Saturday,1
101355,2024-02-11,Gift Shop,Miscellaneous,644.48,Cash,Mumbai,Expense,-219417.57,2024,2,February,Q1,Sunday,1
101356,2024-02-11,Printing Shop,Miscellaneous,763.17,Net Banking,Noida,Expense,-220180.74,2024,2,February,Q1,Sunday,1
101357,2024-02-11,Unknown Merchant,Transportation,182.01,Cash,Hyderabad,Expense,-220362.75,2024,2,February,Q1,Sunday,1
101358,2024-02-11,Burger King,Food & Dining,325.45,Cash,Noida,Expense,-220688.2,2024,2,February,Q1,Sunday,1
101359,2024-02-12,Hostel Laundry,Bills,674.5,Net Banking,Noida,Expense,-221362.7,2024,2,February,Q1,Monday,0
101360,2024-02-12,Gift Shop,Miscellaneous,429.75,Net Banking,Mumbai,Expense,-221792.45,2024,2,February,Q1,Monday,0
101361,2024-02-12,Rapido,Transportation,64.21,Credit Card,Hyderabad,Expense,-221856.66,2024,2,February,Q1,Monday,0
101362,2024-02-13,HDFC Bank,Interest,338.46,Net Banking,New Delhi,Income,-221518.2,2024,2,February,Q1,Tuesday,0
101363,2024-02-13,Ola,Transportation,154.4,Cash,Noida,Expense,-221672.6,2024,2,February,Q1,Tuesday,0
101364,2024-02-13,Amazon,Shopping,2179.71,Cash,Gurugram,Expense,-223852.31,2024,2,February,Q1,Tuesday,0
101365,2024-02-13,Gift Shop,Miscellaneous,560.48,Net Banking,New Delhi,Expense,-224412.79,2024,2,February,Q1,Tuesday,0
101366,2024-02-13,Chaayos,Food & Dining,136.22,Cash,Gurugram,Expense,-224549.01,2024,2,February,Q1,Tuesday,0
101367,2024-02-13,Gate Academy,Education,1890.59,Debit Card,Online,Expense,-226439.6,2024,2,February,Q1,Tuesday,0
101368,2024-02-14,DMart,Groceries,893.47,Credit Card,Noida,Expense,-227333.07,2024,2,February,Q1,Wednesday,0
101369,2024-02-14,Spotify,Entertainment,367.45,Net Banking,Noida,Expense,-227700.52,2024,2,February,Q1,Wednesday,0
101370,2024-02-14,DMart,Groceries,572.29,Cash,Gurugram,Expense,-228272.81,2024,2,February,Q1,Wednesday,0
101371,2024-02-14,Airtel,Bills,577.52,UPI,Hyderabad,Expense,-228850.33,2024,2,February,Q1,Wednesday,0
101372,2024-02-14,Hostel Laundry,Bills,884.4,Net Banking,Hyderabad,Expense,-229734.73,2024,2,February,Q1,Wednesday,0
101373,2024-02-14,Hostel Laundry,Bills,210.99,Debit Card,Noida,Expense,-229945.72,2024,2,February,Q1,Wednesday,0
101374,2024-02-15,Myntra,Shopping,610.51,Cash,New Delhi,Expense,-230556.23,2024,2,February,Q1,Thursday,0
101375,2024-02-15,Amazon,Shopping,1910.02,UPI,Mumbai,Expense,-232466.25,2024,2,February,Q1,Thursday,0
101376,2024-02-15,Zomato,Food & Dining,104.02,Debit Card,Mumbai,Expense,-232570.27,2024,2,February,Q1,Thursday,0
101377,2024-02-15,Printing Shop,Miscellaneous,376.37,Cash,New Delhi,Expense,-232946.64,2024,2,February,Q1,Thursday,0
101378,2024-02-15,Reliance Fresh,Groceries,847.75,UPI,Gurugram,Expense,-233794.39,2024,2,February,Q1,Thursday,0
101379,2024-02-15,OYO,Travel,4794.24,UPI,Mumbai,Expense,-238588.63,2024,2,February,Q1,Thursday,0
101380,2024-02-16,Stationery,Miscellaneous,377.32,Cash,Gurugram,Expense,-238965.95,2024,2,February,Q1,Friday,0
101381,2024-02-16,Uber,Transportation,169.11,Cash,Hyderabad,Expense,-239135.06,2024,2,February,Q1,Friday,0
101382,2024-02-18,Myntra,Shopping,375.83,UPI,Gurugram,Expense,-239510.89,2024,2,February,Q1,Sunday,1
101383,2024-02-18,Campus Canteen,Food & Dining,335.99,Net Banking,Mumbai,Expense,-239846.88,2024,2,February,Q1,Sunday,1
101384,2024-02-19,Swiggy,Food & Dining,162.5,UPI,Noida,Expense,-240009.38,2024,2,February,Q1,Monday,0
101385,2024-02-19,Chaayos,Food & Dining,126.84,Debit Card,Gurugram,Expense,-240136.22,2024,2,February,Q1,Monday,0
101386,2024-02-19,Unknown Merchant,Groceries,336.24,UPI,New Delhi,Expense,-240472.46,2024,2,February,Q1,Monday,0
101387,2024-02-19,Groww,Investment,1898.9,Debit Card,Noida,Expense,-242371.36,2024,2,February,Q1,Monday,0
101388,2024-02-19,Reliance Fresh,Groceries,794.85,Credit Card,Gurugram,Expense,-243166.21,2024,2,February,Q1,Monday,0
101389,2024-02-19,Domino's,Food & Dining,85.14,Net Banking,New Delhi,Expense,-243251.35,2024,2,February,Q1,Monday,0
101390,2024-02-20,Myntra,Shopping,438.84,UPI,Online,Expense,-243690.19,2024,2,February,Q1,Tuesday,0
101391,2024-02-20,Ajio,Shopping,362.01,Net Banking,Gurugram,Expense,-244052.2,2024,2,February,Q1,Tuesday,0
101392,2024-02-20,Delhi Metro,Transportation,117.36,UPI,New Delhi,Expense,-244169.56,2024,2,February,Q1,Tuesday,0
101393,2024-02-20,Practo,Health,1744.26,UPI,New Delhi,Expense,-245913.82,2024,2,February,Q1,Tuesday,0
101394,2024-02-20,Delhi Metro,Transportation,221.7,Net Banking,Gurugram,Expense,-246135.52,2024,2,February,Q1,Tuesday,0
101395,2024-02-20,Unknown Merchant,Entertainment,483.01,UPI,Online,Expense,-246618.53,2024,2,February,Q1,Tuesday,0
101396,2024-02-20,Spotify,Entertainment,691.17,Debit Card,Mumbai,Expense,-247309.7,2024,2,February,Q1,Tuesday,0
101397,2024-02-21,Reliance Fresh,Groceries,810.67,Net Banking,Online,Expense,-248120.37,2024,2,February,Q1,Wednesday,0
101398,2024-02-21,Domino's,Food & Dining,93.14,Debit Card,New Delhi,Expense,-248213.51,2024,2,February,Q1,Wednesday,0
101399,2024-02-22,Hostel Fee,Rent,4924.45,Cash,Noida,Expense,-253137.96,2024,2,February,Q1,Thursday,0
101400,2024-02-22,Airtel,Bills,396.25,Debit Card,New Delhi,Expense,-253534.21,2024,2,February,Q1,Thursday,0
101401,2024-02-22,Blinkit,Groceries,693.46,Credit Card,Mumbai,Expense,-254227.67,2024,2,February,Q1,Thursday,0
101402,2024-02-23,Delhi Metro,Transportation,166.96,UPI,Hyderabad,Expense,-254394.63,2024,2,February,Q1,Friday,0
101403,2024-02-23,Rapido,Transportation,213.47,UPI,Noida,Expense,-254608.1,2024,2,February,Q1,Friday,0
101404,2024-02-23,Blinkit,Groceries,803.58,Credit Card,Mumbai,Expense,-255411.68,2024,2,February,Q1,Friday,0
101405,2024-02-23,Ajio,Shopping,1637.68,Debit Card,New Delhi,Expense,-257049.36,2024,2,February,Q1,Friday,0
101406,2024-02-23,Tata 1mg,Health,689.5,UPI,Noida,Expense,-257738.86,2024,2,February,Q1,Friday,0
101407,2024-02-24,McDonald's,Food & Dining,339.77,Debit Card,Mumbai,Expense,-258078.63,2024,2,February,Q1,Saturday,1
101408,2024-02-24,Hostel Laundry,Bills,146.46,UPI,New Delhi,Expense,-258225.09,2024,2,February,Q1,Saturday,1
101409,2024-02-24,Rapido,Transportation,57.95,Credit Card,Hyderabad,Expense,-258283.04,2024,2,February,Q1,Saturday,1
101410,2024-02-24,Campus Canteen,Food & Dining,323.65,Cash,Online,Expense,-258606.69,2024,2,February,Q1,Saturday,1
101411,2024-02-25,Blinkit,Groceries,610.82,Net Banking,Mumbai,Expense,-259217.51,2024,2,February,Q1,Sunday,1
101412,2024-02-25,Ola,Transportation,235.35,Debit Card,Noida,Expense,-259452.86,2024,2,February,Q1,Sunday,1
101413,2024-02-25,Rapido,Transportation,38.42,Cash,Mumbai,Expense,-259491.28,2024,2,February,Q1,Sunday,1
101414,2024-02-25,Chaayos,Food & Dining,272.66,Credit Card,Hyderabad,Expense,-259763.94,2024,2,February,Q1,Sunday,1
101415,2024-02-25,Chaayos,Food & Dining,144.82,Cash,New Delhi,Expense,-259908.76,2024,2,February,Q1,Sunday,1
101416,2024-02-25,Uber,Transportation,154.68,UPI,Mumbai,Expense,-260063.44,2024,2,February,Q1,Sunday,1
101417,2024-02-26,Delhi Metro,Transportation,26.7,Net Banking,Noida,Expense,-260090.14,2024,2,February,Q1,Monday,0
101418,2024-02-26,Jio,Bills,793.17,UPI,Online,Expense,-260883.31,2024,2,February,Q1,Monday,0
101419,2024-02-26,Ajio,Shopping,1729.19,UPI,Noida,Expense,-262612.5,2024,2,February,Q1,Monday,0
101420,2024-02-27,Air India,Travel,4344.24,Debit Card,Online,Expense,-266956.74,2024,2,February,Q1,Tuesday,0
101421,2024-02-27,Myntra,Shopping,1937.36,Net Banking,Mumbai,Expense,-268894.1,2024,2,February,Q1,Tuesday,0
101422,2024-02-28,Chaayos,Food & Dining,134.85,Debit Card,Gurugram,Expense,-269028.95,2024,2,February,Q1,Wednesday,0
101423,2024-02-28,Flipkart,Shopping,1018.0,Credit Card,Noida,Expense,-270046.95,2024,2,February,Q1,Wednesday,0
101424,2024-02-28,Blinkit,Groceries,668.85,Debit Card,Hyderabad,Expense,-270715.8,2024,2,February,Q1,Wednesday,0
101425,2024-02-28,Chaayos,Food & Dining,307.36,Net Banking,Noida,Expense,-271023.16,2024,2,February,Q1,Wednesday,0
101426,2024-03-01,IIT Delhi,Salary/Stipend,16061.57,Net Banking,New Delhi,Income,-254961.59,2024,3,March,Q1,Friday,0
101427,2024-03-01,Groww,Investment,2423.05,Cash,Gurugram,Expense,-257384.64,2024,3,March,Q1,Friday,0
101428,2024-03-01,PVR Cinemas,Entertainment,212.02,Credit Card,Gurugram,Expense,-257596.66,2024,3,March,Q1,Friday,0
101429,2024-03-01,Burger King,Food & Dining,124.72,Debit Card,Hyderabad,Expense,-257721.38,2024,3,March,Q1,Friday,0
101430,2024-03-01,Delhi Metro,Transportation,73.76,Net Banking,Hyderabad,Expense,-257795.14,2024,3,March,Q1,Friday,0
101431,2024-03-01,Ola,Transportation,64.39,UPI,Gurugram,Expense,-257859.53,2024,3,March,Q1,Friday,0
101432,2024-03-02,Parents,Family Support,41558.97,Net Banking,Hyderabad,Income,-216300.56,2024,3,March,Q1,Saturday,1
101433,2024-03-02,Hostel Laundry,Bills,541.98,UPI,Gurugram,Expense,-216842.54,2024,3,March,Q1,Saturday,1
101434,2024-03-03,Jio,Bills,808.31,Net Banking,Hyderabad,Expense,-217650.85,2024,3,March,Q1,Sunday,1
101435,2024-03-03,Netflix,Entertainment,554.37,Cash,Mumbai,Expense,-218205.22,2024,3,March,Q1,Sunday,1
101436,2024-03-04,Hostel Fee,Rent,5335.53,UPI,New Delhi,Expense,-223540.75,2024,3,March,Q1,Monday,0
101437,2024-03-04,Airtel,Bills,1044.23,Net Banking,New Delhi,Expense,-224584.98,2024,3,March,Q1,Monday,0
101438,2024-03-04,Printing Shop,Miscellaneous,790.22,UPI,Gurugram,Expense,-225375.2,2024,3,March,Q1,Monday,0
101439,2024-03-04,Swiggy,Food & Dining,217.02,UPI,Online,Expense,-225592.22,2024,3,March,Q1,Monday,0
101440,2024-03-04,Swiggy,Food & Dining,334.23,Credit Card,Noida,Expense,-225926.45,2024,3,March,Q1,Monday,0
101441,2024-03-04,Air India,Travel,5360.58,Net Banking,Hyderabad,Expense,-231287.03,2024,3,March,Q1,Monday,0
101442,2024-03-04,Ajio,Shopping,1165.47,Cash,Gurugram,Expense,-232452.5,2024,3,March,Q1,Monday,0
101443,2024-03-05,Airtel,Bills,468.07,Credit Card,Online,Expense,-232920.57,2024,3,March,Q1,Tuesday,0
101444,2024-03-05,Uber,Transportation,26.85,Net Banking,New Delhi,Expense,-232947.42,2024,3,March,Q1,Tuesday,0
101445,2024-03-05,Flipkart,Shopping,2125.79,Net Banking,Mumbai,Expense,-235073.21,2024,3,March,Q1,Tuesday,0
101446,2024-03-05,Domino's,Food & Dining,287.44,Cash,Mumbai,Expense,-235360.65,2024,3,March,Q1,Tuesday,0
101447,2024-03-05,Delhi Metro,Transportation,48.28,Cash,Noida,Expense,-235408.93,2024,3,March,Q1,Tuesday,0
101448,2024-03-07,Domino's,Food & Dining,111.88,Credit Card,Mumbai,Expense,-235520.81,2024,3,March,Q1,Thursday,0
101449,2024-03-07,Stationery,Miscellaneous,581.9,Net Banking,Mumbai,Expense,-236102.71,2024,3,March,Q1,Thursday,0
101450,2024-03-08,Blinkit,Groceries,276.14,Net Banking,Online,Expense,-236378.85,2024,3,March,Q1,Friday,0
101451,2024-03-08,Rapido,Transportation,185.1,Debit Card,New Delhi,Expense,-236563.95,2024,3,March,Q1,Friday,0
101452,2024-03-08,Ola,Transportation,37.12,Credit Card,Gurugram,Expense,-236601.07,2024,3,March,Q1,Friday,0
101453,2024-03-09,Delhi Metro,Transportation,59.39,Cash,Gurugram,Expense,-236660.46,2024,3,March,Q1,Saturday,1
101454,2024-03-09,Burger King,Food & Dining,97.56,Credit Card,Hyderabad,Expense,-236758.02,2024,3,March,Q1,Saturday,1
101455,2024-03-10,HDFC Bank,Interest,74.71,Net Banking,Hyderabad,Income,-236683.31,2024,3,March,Q1,Sunday,1
101456,2024-03-10,Uber,Transportation,65.38,UPI,Hyderabad,Expense,-236748.69,2024,3,March,Q1,Sunday,1
101457,2024-03-10,Apollo Pharmacy,Health,618.78,Credit Card,Mumbai,Expense,-237367.47,2024,3,March,Q1,Sunday,1
101458,2024-03-11,Zomato,Food & Dining,245.91,UPI,Mumbai,Expense,-237613.38,2024,3,March,Q1,Monday,0
101459,2024-03-11,Zomato,Food & Dining,185.28,Cash,Gurugram,Expense,-237798.66,2024,3,March,Q1,Monday,0
101460,2024-03-11,BSES,Bills,1153.16,Debit Card,Mumbai,Expense,-238951.82,2024,3,March,Q1,Monday,0
101461,2024-03-11,BigBasket,Groceries,334.45,Credit Card,Online,Expense,-239286.27,2024,3,March,Q1,Monday,0
101462,2024-03-11,Apollo Pharmacy,Health,1005.1,Cash,Noida,Expense,-240291.37,2024,3,March,Q1,Monday,0
101463,2024-03-12,Myntra,Shopping,498.26,UPI,Hyderabad,Expense,-240789.63,2024,3,March,Q1,Tuesday,0
101464,2024-03-12,Domino's,Food & Dining,180.3,Debit Card,Online,Expense,-240969.93,2024,3,March,Q1,Tuesday,0
101465,2024-03-12,DMart,Groceries,241.75,UPI,Online,Expense,-241211.68,2024,3,March,Q1,Tuesday,0
101466,2024-03-12,Flipkart,Shopping,1105.35,Net Banking,Hyderabad,Expense,-242317.03,2024,3,March,Q1,Tuesday,0
101467,2024-03-13,Phonepe Rewards,Cashback,92.19,UPI,Online,Income,-242224.84,2024,3,March,Q1,Wednesday,0
101468,2024-03-13,Chaayos,Food & Dining,342.45,Net Banking,Gurugram,Expense,-242567.29,2024,3,March,Q1,Wednesday,0
101469,2024-03-14,Ajio,Shopping,1180.17,Net Banking,Mumbai,Expense,-243747.46,2024,3,March,Q1,Thursday,0
101470,2024-03-14,BookMyShow,Entertainment,565.15,Credit Card,Online,Expense,-244312.61,2024,3,March,Q1,Thursday,0
101471,2024-03-14,Swiggy,Food & Dining,205.5,Cash,New Delhi,Expense,-244518.11,2024,3,March,Q1,Thursday,0
101472,2024-03-15,Delhi Metro,Transportation,189.48,Net Banking,Mumbai,Expense,-244707.59,2024,3,March,Q1,Friday,0
101473,2024-03-15,Blinkit,Groceries,467.57,Cash,Noida,Expense,-245175.16,2024,3,March,Q1,Friday,0
101474,2024-03-15,BigBasket,Groceries,382.28,Cash,Online,Expense,-245557.44,2024,3,March,Q1,Friday,0
101475,2024-03-15,Reliance Fresh,Groceries,487.45,Debit Card,New Delhi,Expense,-246044.89,2024,3,March,Q1,Friday,0
101476,2024-03-16,Zomato,Food & Dining,319.9,Cash,New Delhi,Expense,-246364.79,2024,3,March,Q1,Saturday,1
101477,2024-03-16,BookMyShow,Entertainment,510.22,UPI,Gurugram,Expense,-246875.01,2024,3,March,Q1,Saturday,1
101478,2024-03-16,Air India,Travel,703.96,Net Banking,Gurugram,Expense,-247578.97,2024,3,March,Q1,Saturday,1
101479,2024-03-17,Rapido,Transportation,121.55,UPI,Noida,Expense,-247700.52,2024,3,March,Q1,Sunday,1
101480,2024-03-17,Burger King,Food & Dining,155.54,Credit Card,Unknown,Expense,-247856.06,2024,3,March,Q1,Sunday,1
101481,2024-03-17,Unknown Merchant,Entertainment,173.66,Debit Card,Online,Expense,-248029.72,2024,3,March,Q1,Sunday,1
101482,2024-03-18,Delhi Metro,Transportation,176.6,Debit Card,Gurugram,Expense,-248206.32,2024,3,March,Q1,Monday,0
101483,2024-03-18,Rapido,Transportation,168.09,Debit Card,Mumbai,Expense,-248374.41,2024,3,March,Q1,Monday,0
101484,2024-03-18,Delhi Metro,Transportation,41.35,Net Banking,Gurugram,Expense,-248415.76,2024,3,March,Q1,Monday,0
101485,2024-03-18,Domino's,Food & Dining,122.35,UPI,Hyderabad,Expense,-248538.11,2024,3,March,Q1,Monday,0
101486,2024-03-18,Udemy,Education,564.62,UPI,Gurugram,Expense,-249102.73,2024,3,March,Q1,Monday,0
101487,2024-03-18,Zomato,Food & Dining,344.54,Debit Card,Noida,Expense,-249447.27,2024,3,March,Q1,Monday,0
101488,2024-03-18,Printing Shop,Miscellaneous,234.74,Credit Card,Gurugram,Expense,-249682.01,2024,3,March,Q1,Monday,0
101489,2024-03-18,Uber,Transportation,57.13,Debit Card,New Delhi,Expense,-249739.14,2024,3,March,Q1,Monday,0
101490,2024-03-19,Rapido,Transportation,141.04,Debit Card,Hyderabad,Expense,-249880.18,2024,3,March,Q1,Tuesday,0
101491,2024-03-19,Jio,Bills,158.16,Cash,Hyderabad,Expense,-250038.34,2024,3,March,Q1,Tuesday,0
101492,2024-03-20,Amazon,Shopping,2215.82,UPI,Online,Expense,-252254.16,2024,3,March,Q1,Wednesday,0
101493,2024-03-21,Ola,Transportation,28.53,Net Banking,New Delhi,Expense,-252282.69,2024,3,March,Q1,Thursday,0
101494,2024-03-21,MakeMyTrip,Travel,4828.86,Net Banking,Noida,Expense,-257111.55,2024,3,March,Q1,Thursday,0
101495,2024-03-21,Apollo Pharmacy,Health,1189.64,Debit Card,Online,Expense,-258301.19,2024,3,March,Q1,Thursday,0
101496,2024-03-22,Rapido,Transportation,30.54,Debit Card,Mumbai,Expense,-258331.73,2024,3,March,Q1,Friday,0
101497,2024-03-22,Reliance Fresh,Groceries,826.08,Cash,Hyderabad,Expense,-259157.81,2024,3,March,Q1,Friday,0
101498,2024-03-22,Reliance Fresh,Groceries,563.84,UPI,Hyderabad,Expense,-259721.65,2024,3,March,Q1,Friday,0
101499,2024-03-22,Printing Shop,Miscellaneous,510.84,Cash,New Delhi,Expense,-260232.49,2024,3,March,Q1,Friday,0
101500,2024-03-23,McDonald's,Food & Dining,114.32,Credit Card,Mumbai,Expense,-260346.81,2024,3,March,Q1,Saturday,1
101501,2024-03-23,Reliance Fresh,Groceries,546.86,Cash,Online,Expense,-260893.67,2024,3,March,Q1,Saturday,1
101502,2024-03-23,BookMyShow,Entertainment,271.7,UPI,Hyderabad,Expense,-261165.37,2024,3,March,Q1,Saturday,1
101503,2024-03-23,Groww,Investment,1321.14,UPI,Hyderabad,Expense,-262486.51,2024,3,March,Q1,Saturday,1
101504,2024-03-23,Ola,Transportation,228.04,UPI,Noida,Expense,-262714.55,2024,3,March,Q1,Saturday,1
101505,2024-03-24,Ola,Transportation,186.77,Net Banking,Hyderabad,Expense,-262901.32,2024,3,March,Q1,Sunday,1
101506,2024-03-24,Reliance Fresh,Groceries,182.6,UPI,Gurugram,Expense,-263083.92,2024,3,March,Q1,Sunday,1
101507,2024-03-25,Netflix,Entertainment,773.85,UPI,Hyderabad,Expense,-263857.77,2024,3,March,Q1,Monday,0
101508,2024-03-25,Hostel Laundry,Bills,370.0,Credit Card,Noida,Expense,-264227.77,2024,3,March,Q1,Monday,0
101509,2024-03-25,Zomato,Food & Dining,165.0,Cash,New Delhi,Expense,-264392.77,2024,3,March,Q1,Monday,0
101510,2024-03-25,Gate Academy,Education,1847.26,Net Banking,New Delhi,Expense,-266240.03,2024,3,March,Q1,Monday,0
101511,2024-03-26,MakeMyTrip,Travel,7854.34,Debit Card,Online,Expense,-274094.37,2024,3,March,Q1,Tuesday,0
101512,2024-03-26,Ola,Transportation,85.44,Cash,Hyderabad,Expense,-274179.81,2024,3,March,Q1,Tuesday,0
101513,2024-03-26,Burger King,Food & Dining,118.57,Cash,New Delhi,Expense,-274298.38,2024,3,March,Q1,Tuesday,0
101514,2024-03-26,Uber,Transportation,213.0,UPI,Online,Expense,-274511.38,2024,3,March,Q1,Tuesday,0
101515,2024-03-26,Uber,Transportation,222.42,Credit Card,Unknown,Expense,-274733.8,2024,3,March,Q1,Tuesday,0
101516,2024-03-27,McDonald's,Food & Dining,272.14,UPI,New Delhi,Expense,-275005.94,2024,3,March,Q1,Wednesday,0
101517,2024-03-27,Burger King,Food & Dining,299.41,Debit Card,Mumbai,Expense,-275305.35,2024,3,March,Q1,Wednesday,0
101518,2024-03-28,Delhi Metro,Transportation,115.44,Cash,Gurugram,Expense,-275420.79,2024,3,March,Q1,Thursday,0
101519,2024-03-28,Reliance Fresh,Groceries,484.49,Net Banking,Gurugram,Expense,-275905.28,2024,3,March,Q1,Thursday,0
101520,2024-03-28,Printing Shop,Miscellaneous,255.75,UPI,Mumbai,Expense,-276161.03,2024,3,March,Q1,Thursday,0
101521,2024-04-01,IIT Delhi,Salary/Stipend,13864.84,Net Banking,New Delhi,Income,-262296.19,2024,4,April,Q2,Monday,0
101522,2024-04-01,Ajio,Shopping,1955.06,Net Banking,Noida,Expense,-264251.25,2024,4,April,Q2,Monday,0
101523,2024-04-01,Delhi Metro,Transportation,216.18,Credit Card,Hyderabad,Expense,-264467.43,2024,4,April,Q2,Monday,0
101524,2024-04-01,DMart,Groceries,394.56,Credit Card,Noida,Expense,-264861.99,2024,4,April,Q2,Monday,0
101525,2024-04-01,Stationery,Miscellaneous,256.58,Cash,New Delhi,Expense,-265118.57,2024,4,April,Q2,Monday,0
101526,2024-04-01,Domino's,Food & Dining,87.54,Credit Card,Mumbai,Expense,-265206.11,2024,4,April,Q2,Monday,0
101527,2024-04-02,Parents,Family Support,25557.46,Net Banking,Hyderabad,Income,-239648.65,2024,4,April,Q2,Tuesday,0
101528,2024-04-02,McDonald's,Food & Dining,96.39,Debit Card,Mumbai,Expense,-239745.04,2024,4,April,Q2,Tuesday,0
101529,2024-04-02,Burger King,Food & Dining,99.26,Credit Card,Gurugram,Expense,-239844.3,2024,4,April,Q2,Tuesday,0
101530,2024-04-02,Ola,Transportation,69.83,Cash,Mumbai,Expense,-239914.13,2024,4,April,Q2,Tuesday,0
101531,2024-04-02,Zomato,Food & Dining,135.18,Net Banking,Online,Expense,-240049.31,2024,4,April,Q2,Tuesday,0
101532,2024-04-03,Reliance Fresh,Groceries,649.99,Cash,Online,Expense,-240699.3,2024,4,April,Q2,Wednesday,0
101533,2024-04-03,Blinkit,Groceries,496.63,Cash,Gurugram,Expense,-241195.93,2024,4,April,Q2,Wednesday,0
101534,2024-04-04,Hostel Fee,Rent,5938.2,UPI,New Delhi,Expense,-247134.13,2024,4,April,Q2,Thursday,0
101535,2024-04-04,Airtel,Bills,575.02,Net Banking,New Delhi,Expense,-247709.15,2024,4,April,Q2,Thursday,0
101536,2024-04-04,Rapido,Transportation,107.73,Credit Card,Hyderabad,Expense,-247816.88,2024,4,April,Q2,Thursday,0
101537,2024-04-04,Uber,Transportation,64.27,Net Banking,Mumbai,Expense,-247881.15,2024,4,April,Q2,Thursday,0
101538,2024-04-04,Zomato,Food & Dining,88.1,Debit Card,Online,Expense,-247969.25,2024,4,April,Q2,Thursday,0
101539,2024-04-04,Printing Shop,Miscellaneous,215.43,Credit Card,Mumbai,Expense,-248184.68,2024,4,April,Q2,Thursday,0
101540,2024-04-04,Chaayos,Food & Dining,192.23,Debit Card,Gurugram,Expense,-248376.91,2024,4,April,Q2,Thursday,0
101541,2024-04-05,Domino's,Food & Dining,91.9,Net Banking,Online,Expense,-248468.81,2024,4,April,Q2,Friday,0
101542,2024-04-06,Irctc Refund,Refund,575.78,UPI,Online,Income,-247893.03,2024,4,April,Q2,Saturday,1
101543,2024-04-06,Rapido,Transportation,105.64,UPI,New Delhi,Expense,-247998.67,2024,4,April,Q2,Saturday,1
101544,2024-04-06,BookMyShow,Entertainment,530.42,Net Banking,Gurugram,Expense,-248529.09,2024,4,April,Q2,Saturday,1
