Transaction_ID,Date,Merchant,Category,Amount,Payment_Method,Location,Income_Expense,Account_Balance
101204,27/12/2023,Airtel,Bills,1095.13,Cash,Hyderabad,Expense,-230867.56
101205,2023-12-27,Chaayos,Food & Dining,239.58,UPI,New Delhi,Expense,-231107.14
101206,27-Dec-2023,DMart,Groceries,526.09,Cash,Mumbai,Expense,-231633.23
101207,28/12/2023,HDFC Bank,Interest,234.39,Net Banking,New Delhi,Income,-231398.84
101208,28-Dec-2023,Ajio,Shopping,444.57,Credit Card,Hyderabad,Expense,-231843.41
101209,2024-01-01,IIT Delhi,Salary/Stipend,15191.43,Net Banking,New Delhi,Income,-216651.98
101210,02/01/2024,Parents,Family Support,34039.57,Net Banking,Hyderabad,Income,-182612.41
101211,03/01/2024,Burger King,food & dining,154.85,Debit Card,Hyderabad,Expense,-182767.26
101212,2024-01-03,Ola,Transportation,166.96,Credit Card,New Delhi,Expense,-182934.22
101213,2024-01-03,McDonald's,Food & Dining,115.16,UPI,New Delhi,Expense,-183049.38
101214,03-Jan-2024,McDonald's,Food & Dining,94.27,UPI,Noida,Expense,-183143.65
101215,2024-01-04,Hostel Fee,Rent,4598.44,UPI,New Delhi,Expense,-187742.09
101216,04-Jan-2024,Printing Shop,Miscellaneous,566.26,Net Banking,Gurugram,Expense,-188308.35
101217,04/01/2024,Hostel Fee,Rent,5237.47,Cash,Hyderabad,Expense,-193545.82
101218,05/01/2024,McDonald's,Food & Dining,110.25,Credit Card,Noida,Expense,-193656.07
101219,05/01/2024,Stationery,Miscellaneous,616.43,Credit Card,Online,Expense,-194272.5
101220,05/01/2024,Apollo Pharmacy,Health,298.16,Cash,Gurugram,Expense,-194570.66
101221,05/01/2024,Gift Shop,Miscellaneous,113.75,Cash,Mumbai,Expense,-194684.41
101222,2024-01-05,Delhi Metro,Transportation,176.22,Net Banking,Hyderabad,Expense,-194860.63
101223,2024-01-05,  nan ,  Dining ,239.43,Debit Card,  Gurugram ,Expense,-195100.06
101223,05/01/2024,,Dining,239.43,Debit Card,Gurugram,Expense,-195100.06
101224,06-Jan-2024,Domino's,Dining,185.48,UPI,New Delhi,Expense,-195285.54
101225,06-Jan-2024,Burger King,Food & Dining,201.08,Debit Card,New Delhi,Expense,-195486.62
101226,06/01/2024,Gift Shop,Miscellaneous,265.77,Credit Card,New Delhi,Expense,-195752.39
101227,06-Jan-2024,Uber,Transportation,231.81,Credit Card,Noida,Expense,-195984.2
101228,2024-01-06,Printing Shop,misc,773.2,UPI,Mumbai,Expense,-196757.4
101229,06/01/2024,Airtel,Bills,211.89,Debit Card,Noida,Expense,-196969.29
101230,07-Jan-2024,Apollo Pharmacy,Health,449.18,Debit Card,New Delhi,Expense,-197418.47
101231,2024-01-08,Chaayos,Food & Dining,315.38,Net Banking,Mumbai,Expense,-197733.85
101232,2024-01-08,,Groceries,704.89,UPI,Noida,Expense,-198438.74
101232,2024-01-08,,Groceries,704.89,UPI,Noida,Expense,-198438.74
101233,09-Jan-2024,Blinkit,Groceries,477.05,UPI,Gurugram,Expense,-198915.79
101234,2024-01-09,Burger King,Food & Dining,308.38,Debit Card,Gurugram,Expense,-199224.17
101235,10-Jan-2024,Blinkit,Groceries,620.46,Net Banking,Noida,Expense,-199844.63
101236,10-Jan-2024,Reliance Fresh,Groceries,823.71,Debit Card,Noida,Expense,-200668.34
101237,2024-01-10,Printing Shop,Miscellaneous,405.43,Credit Card,Hyderabad,Expense,-201073.77
101238,10/01/2024,Hostel Laundry,Bills,258.0,Net Banking,Gurugram,Expense,-201331.77
101239,10/01/2024,Coursera,Education,395.22,UPI,New Delhi,Expense,-201726.99
101240,2024-01-10,DMart,Groceries,420.94,UPI,Gurugram,Expense,-202147.93
101241,10/01/2024,Burger King,Food & Dining,143.35,UPI,Mumbai,Expense,-202291.28
101242,11/01/2024,Burger King,Food & Dining,91.11,Credit Card,Online,Expense,-202382.39
101243,11/01/2024,Printing Shop,Miscellaneous,741.72,UPI,Mumbai,Expense,-203124.11
101244,2024-01-11,  BSES ,  Bills ,283.85,Debit Card,  Gurugram ,Expense,-203407.96
101245,11-Jan-2024,Zomato,Food & Dining,162.33,UPI,Hyderabad,Expense,-203570.29
101246,11-Jan-2024,Reliance Fresh,Groceries,723.68,Net Banking,Gurugram,Expense,-204293.97
101247,12/01/2024,McDonald's,Food & Dining,310.53,Debit Card,New Delhi,Expense,-204604.5
101248,13-Jan-2024,Uber,Transportation,156.84,Credit Card,Online,Expense,-204761.34
101249,13/01/2024,PVR Cinemas,Entertainment,660.69,Cash,Mumbai,Expense,-205422.03
101250,13/01/2024,Rapido,Transport,91.87,UPI,Hyderabad,Expense,-205513.9
101251,13/01/2024,Air India,Travel,3457.48,Net Banking,New Delhi,Expense,-208971.38
101252,14-Jan-2024,Gate Academy,Education,1931.36,Debit Card,Noida,Expense,-210902.74
101253,14/01/2024,Ajio,SHOPPING,2433.31,Credit Card,Hyderabad,Expense,-213336.05
101254,14/01/2024,Ola,Transportation,230.31,Net Banking,Online,Expense,-213566.36
101255,14-Jan-2024,Swiggy,Food & Dining,210.75,Credit Card,New Delhi,Expense,-213777.11
101256,14/01/2024,Delhi Metro,Transport,248.15,UPI,Mumbai,Expense,-214025.26
101257,2024-01-15,Delhi Metro,Transportation,213.4,UPI,Gurugram,Expense,-214238.66
101258,15/01/2024,Uber,Commute,100.81,Credit Card,Mumbai,Expense,-214339.47
101259,15-Jan-2024,Netflix,Entertainment,320.0,Net Banking,Noida,Expense,-214659.47
101260,15/01/2024,BigBasket,Groceries,438.59,Cash,Noida,Expense,-215098.06
101261,15-Jan-2024,LeetCode,Education,562.1,Cash,Online,Expense,-215660.16
101262,2024-01-16,Apollo Pharmacy,Health,787.76,  Cash ,Gurugram,Expense,-216447.92
101263,16/01/2024,BSES,Bills,544.89,Credit Card,Online,Expense,-216992.81
101264,16/01/2024,Zomato,Food & Dining,147.69,Credit Card,New Delhi,Expense,-217140.5
101265,16/01/2024,Burger King,Food & Dining,258.77,Debit Card,Hyderabad,Expense,-217399.27
101266,2024-01-16,  Uber ,  Transportation ,120.28,Net Banking,  Noida ,Expense,-217519.55
101267,17/01/2024,Myntra,Shopping,279.02,Debit Card,Online,Expense,-217798.57
101268,17-Jan-2024,Chaayos,FOOD,137.78,Cash,Gurugram,Expense,-217936.35
101269,2024-01-17,IndiGo,Travel,3795.87,Cash,New Delhi,Expense,-221732.22
101270,17-Jan-2024,DMart,Groceries,790.76,Cash,Gurugram,Expense,-222522.98
101271,17/01/2024,Rapido,Commute,150.28,,Noida,Expense,-222673.26
101272,18-Jan-2024,Gift Shop,misc,447.62,Cash,Gurugram,Expense,-223120.88
101273,2024-01-18,Uber,Transportation,62.43,Debit Card,Gurugram,Expense,-223183.31
101274,2024-01-18,,Food & Dining,341.94,Debit Card,Mumbai,Expense,-223525.25
101274,2024-01-18,,Food & Dining,341.94,Debit Card,Mumbai,Expense,-223525.25
101275,2024-01-18,Uber,Transportation,217.72,UPI,Online,Expense,-223742.97
101276,2024-01-18,BigBasket,Groceries,174.64,Credit Card,Online,Expense,-223917.61
101277,2024-01-19,Burger King,Food & Dining,253.15,Credit Card,Gurugram,Expense,-224170.76
101278,2024-01-19,Swiggy,Food & Dining,258.14,Cash,New Delhi,Expense,-224428.9
101279,19-Jan-2024,,Bills,209.02,Net Banking,Noida,Expense,-224637.92
101279,2024-01-19,,Bills,-209.02,Net Banking,Noida,Expense,-224637.92
101280,19/01/2024,Rapido,Transportation,30.93,Credit Card,Hyderabad,Expense,-224668.85
101281,2024-01-20,Ola,Transportation,239.93,Net Banking,Gurugram,Expense,-224908.78
101282,2024-01-20,Uber,Transportation,132.81,Debit Card,Online,Expense,-225041.59
101283,20-Jan-2024,BigBasket,Groceries,878.15,Debit Card,Gurugram,Expense,-225919.74
101284,2024-01-21,Delhi Metro,Transportation,153.1,Cash,Hyderabad,Expense,-226072.84
101285,2024-01-21,Domino's,Dining,177.51,UPI,Gurugram,Expense,-226250.35
101286,2024-01-22,DMart,Groceries,180.06,Debit Card,New Delhi,Expense,-226430.41
101287,2024-01-22,Stationery,Miscellaneous,188.84,Credit Card,Gurugram,Expense,-226619.25
101288,22-Jan-2024,LeetCode,Education,2065.36,Credit Card,New Delhi,Expense,-228684.61
101289,2024-01-22,Printing Shop,Others,545.06,Net Banking,Online,Expense,-229229.67
101290,22-Jan-2024,Flipkart,Shopping,475.13,Debit Card,Online,Expense,-229704.8
101291,23/01/2024,Campus Canteen,Food & Dining,127.35,Credit Card,Noida,Expense,-229832.15
101292,23-Jan-2024,Zomato,Food & Dining,166.31,Debit Card,Noida,Expense,-229998.46
101293,2024-01-23,PVR Cinemas,Entertainment,339.43,UPI,Mumbai,Expense,-230337.89
101294,2024-01-23,Printing Shop,Miscellaneous,258.89,Net Banking,Gurugram,Expense,-230596.78
101295,23-Jan-2024,Gate Academy,Education,886.56,Net Banking,New Delhi,Expense,-231483.34
101296,24-Jan-2024,DMart,Groceries,465.1,Debit Card,Noida,Expense,-231948.44
101297,24/01/2024,Burger King,FOOD,215.17,Credit Card,Hyderabad,Expense,-232163.61
101298,25-Jan-2024,DMart,Groceries,878.04,Credit Card,Gurugram,Expense,-233041.65
101299,25/01/2024,McDonald's,Food & Dining,339.23,UPI,New Delhi,Expense,-233380.88
101300,25-Jan-2024,Burger King,Food & Dining,100.66,Cash,Online,Expense,-233481.54
101301,2024-01-25,Myntra,Shopping,1563.93,Cash,New Delhi,Expense,-235045.47
101302,26-Jan-2024,DMart,Groceries,773.68,Cash,Online,Expense,-235819.15
101303,2024-01-27,Delhi Metro,Transportation,132.83,Net Banking,Gurugram,Expense,-235951.98
101304,2024-01-27,Rapido,Transportation,239.89,UPI,Mumbai,Expense,-236191.87
101305,27-Jan-2024,Rapido,Transportation,103.39,Net Banking,Hyderabad,Expense,-236295.26
101306,2024-01-28,McDonald's,FOOD,102.57,UPI,Hyderabad,Expense,-236397.83
101307,2024-01-28,BigBasket,Groceries,581.45,Credit Card,Hyderabad,Expense,-236979.28
101308,28-Jan-2024,Flipkart,Shopping,750.31,Credit Card,Gurugram,Expense,-237729.59
101309,2024-01-28,Blinkit,Groceries,367.94,  Credit Card ,New Delhi,Expense,-238097.53
101310,2024-01-28,Rapido,Commute,126.01,Net Banking,Hyderabad,Expense,-238223.54
101311,2024-01-28,Netflix,Entertainment,164.37,Net Banking,Gurugram,Expense,-238387.91
101312,01-Feb-2024,IIT Delhi,Salary/Stipend,14083.9,Net Banking,New Delhi,Income,-224304.01
101313,2024-02-01,JIO,Bills,741.9,Cash,New Delhi,Expense,-225045.91
101314,2024-02-01,Domino's,Food & Dining,92.7,Debit Card,Gurugram,Expense,-225138.61
101315,02/02/2024,Parents,Family Support,38030.74,Net Banking,Hyderabad,Income,-187107.87
101316,02-Feb-2024,Flipkart,Shopping,1740.0,Debit Card,Hyderabad,Expense,-188847.87
101317,2024-02-02,McDonald's,Food & Dining,142.06,Debit Card,Noida,Expense,-188989.93
101318,2024-02-02,DMart,Groceries,371.61,UPI,Hyderabad,Expense,-189361.54
101319,2024-02-02,BigBasket,Groceries,775.38,UPI,New Delhi,Expense,-190136.92
101320,02-Feb-2024,BookMyShow,Fun,799.32,,Online,Expense,-190936.24
101321,2024-02-03,Ola,Transportation,210.95,Cash,Gurugram,Expense,-191147.19
101322,03/02/2024,GATE ACADEMY,Education,1777.68,Credit Card,Noida,Expense,-192924.87
101323,03/02/2024,Flipkart,shopping,528.22,Debit Card,Noida,Expense,-193453.09
101324,03-Feb-2024,Ajio,Shopping,595.99,Cash,Online,Expense,-194049.08
101325,04-Feb-2024,Hostel Fee,Rent,5179.84,UPI,New Delhi,Expense,-199228.92
101326,2024-02-04,Burger King,Food & Dining,278.31,Net Banking,Hyderabad,Expense,-199507.23
101327,04/02/2024,Domino's,Food & Dining,214.49,UPI,Gurugram,Expense,-199721.72
101328,2024-02-04,McDonald's,Dining,194.73,Net Banking,Gurugram,Expense,-199916.45
101329,04-Feb-2024,DMart,Groceries,154.39,Credit Card,Mumbai,Expense,-200070.84
101330,04/02/2024,Chaayos,Food & Dining,83.75,UPI,Mumbai,Expense,-200154.59
101331,05-Feb-2024,Airtel,Bills,1149.88,Debit Card,Online,Expense,-201304.47
101332,05-Feb-2024,Udemy,Education,1350.75,Debit Card,Noida,Expense,-202655.22
101333,2024-02-05,McDonald's,Food & Dining,287.82,Cash,New Delhi,Expense,-202943.04
101334,05/02/2024,Spotify,Entertainment,566.94,Credit Card,Noida,Expense,-203509.98
101335,06/02/2024,McDonald's,Food & Dining,191.91,Cash,Hyderabad,Expense,-203701.89
101336,06-Feb-2024,Burger King,Food & Dining,338.67,UPI,New Delhi,Expense,-204040.56
101337,06-Feb-2024,Gift Shop,Miscellaneous,184.66,UPI,New Delhi,Expense,-204225.22
101338,07-Feb-2024,McDonald's,Food & Dining,179.21,Cash,Online,Expense,-204404.43
101339,2024-02-07,OYO,Travel,6970.79,Credit Card,Mumbai,Expense,-211375.22
101340,08/02/2024,Chaayos,food & dining,131.82,Debit Card,Online,Expense,-211507.04
101341,2024-02-08,Burger King,Food & Dining,318.83,UPI,Gurugram,Expense,-211825.87
101342,08-Feb-2024,BigBasket,Groceries,506.14,Credit Card,Gurugram,Expense,-212332.01
101343,2024-02-08,Blinkit,Groceries,189.08,Debit Card,Hyderabad,Expense,-212521.09
101344,2024-02-08,Ola,Transportation,126.61,Cash,Hyderabad,Expense,-212647.7
101345,2024-02-09,Flipkart,Shopping,1703.6,Cash,Noida,Expense,-214351.3
101346,2024-02-09,McDonald's,Food & Dining,127.29,Cash,Gurugram,Expense,-214478.59
101347,09/02/2024,Stationery,Miscellaneous,374.7,Debit Card,New Delhi,Expense,-214853.29
101348,2024-02-09,Chaayos,Food & Dining,345.19,UPI,Online,Expense,-215198.48
101349,10-Feb-2024,Chaayos,Food & Dining,265.03,Cash,Online,Expense,-215463.51
101350,10-Feb-2024,DMart,Groceries,425.8,Net Banking,New Delhi,Expense,-215889.31
101351,2024-02-10,Delhi Metro,Transportation,53.57,Credit Card,Hyderabad,Expense,-215942.88
101352,10-Feb-2024,McDonald's,Food & Dining,247.31,Debit Card,Noida,Expense,-216190.19
101353,2024-02-10,Flipkart,shopping,1905.75,Debit Card,Mumbai,Expense,-218095.94
101354,10-Feb-2024,Hostel Laundry,Bills,677.15,Cash,New Delhi,Expense,-218773.09
101355,2024-02-11,Gift Shop,Miscellaneous,644.48,Cash,Mumbai,Expense,-219417.57
101356,2024-02-11,Printing Shop,Miscellaneous,763.17,Net Banking,Noida,Expense,-220180.74
101357,2024-02-11,,Transportation,182.01,Cash,Hyderabad,Expense,-220362.75
101357,11/02/2024,,Transportation,182.01,Cash,Hyderabad,Expense,-220362.75
101358,11/02/2024,Burger King,Food & Dining,325.45,Cash,Noida,Expense,-220688.2
101359,2024-02-12,Hostel Laundry,utilities,674.5,,Noida,Expense,-221362.7
101360,2024-02-12,Gift Shop,Others,429.75,Net Banking,Mumbai,Expense,-221792.45
101361,12/02/2024,  Rapido ,  Transportation ,64.21,Credit Card,  Hyderabad ,Expense,-221856.66
101362,13-Feb-2024,HDFC Bank,Interest,338.46,Net Banking,New Delhi,Income,-221518.2
101363,13-Feb-2024,Ola,Transportation,154.4,Cash,Noida,Expense,-221672.6
101364,13/02/2024,Amazon,Shopping,2179.71,Cash,Gurugram,Expense,-223852.31
101365,13-Feb-2024,Gift Shop,Miscellaneous,560.48,Net Banking,New Delhi,Expense,-224412.79
101366,13/02/2024,Chaayos,food & dining,136.22,Cash,Gurugram,Expense,-224549.01
101367,13-Feb-2024,Gate Academy,Education,1890.59,Debit Card,Online,Expense,-226439.6
101368,14-Feb-2024,DMart,Groceries,893.47,Credit Card,Noida,Expense,-227333.07
101369,14/02/2024,Spotify,Entertainment,367.45,Net Banking,Noida,Expense,-227700.52
101370,2024-02-14,DMart,Groceries,572.29,Cash,Gurugram,Expense,-228272.81
101371,14/02/2024,Airtel,utilities,577.52,UPI,Hyderabad,Expense,-228850.33
101372,14/02/2024,Hostel Laundry,utilities,884.4,Net Banking,Hyderabad,Expense,-229734.73
101373,14/02/2024,Hostel Laundry,Utility Bills,210.99,Debit Card,Noida,Expense,-229945.72
101374,15-Feb-2024,Myntra,Shopping,610.51,Cash,New Delhi,Expense,-230556.23
101375,2024-02-15,Amazon,Shopping,1910.02,UPI,Mumbai,Expense,-232466.25
101376,15-Feb-2024,Zomato,Food & Dining,104.02,Debit Card,Mumbai,Expense,-232570.27
101377,2024-02-15,Printing Shop,Miscellaneous,376.37,Cash,New Delhi,Expense,-232946.64
101378,15-Feb-2024,Reliance Fresh,Groceries,847.75,UPI,Gurugram,Expense,-233794.39
101379,15-Feb-2024,OYO,Travel,4794.24,UPI,Mumbai,Expense,-238588.63
101380,16/02/2024,Stationery,Miscellaneous,377.32,Cash,Gurugram,Expense,-238965.95
101381,16/02/2024,Uber,Transportation,169.11,Cash,Hyderabad,Expense,-239135.06
101382,2024-02-18,Myntra,Shopping,375.83,UPI,Gurugram,Expense,-239510.89
101383,2024-02-18,Campus Canteen,Food & Dining,335.99,Net Banking,Mumbai,Expense,-239846.88
101384,2024-02-19,Swiggy,Food & Dining,162.5,UPI,Noida,Expense,-240009.38
101385,2024-02-19,Chaayos,Food & Dining,126.84,Debit Card,Gurugram,Expense,-240136.22
101386,2024-02-19,,Groceries,336.24,UPI,New Delhi,Expense,-240472.46
101386,19/02/2024,,Groceries,336.24,UPI,New Delhi,Expense,-240472.46
101387,19/02/2024,Groww,Investment,1898.9,Debit Card,Noida,Expense,-242371.36
101388,19-Feb-2024,Reliance Fresh,Groceries,794.85,Credit Card,Gurugram,Expense,-243166.21
101389,2024-02-19,Domino's,Food & Dining,85.14,,New Delhi,Expense,-243251.35
101390,20-Feb-2024,Myntra,Shopping,438.84,UPI,Online,Expense,-243690.19
101391,20/02/2024,Ajio,shopping,362.01,Net Banking,Gurugram,Expense,-244052.2
101392,2024-02-20,Delhi Metro,Transportation,117.36,UPI,New Delhi,Expense,-244169.56
101393,20-Feb-2024,Practo,Health,1744.26,UPI,New Delhi,Expense,-245913.82
101394,20-Feb-2024,Delhi Metro,Transportation,221.7,  Net Banking ,Gurugram,Expense,-246135.52
101395,20/02/2024,,Entertainment,483.01,UPI,Online,Expense,-246618.53
101395,20-Feb-2024,,Entertainment,483.01,UPI,Online,Expense,-246618.53
101396,2024-02-20,Spotify,Entertainment,691.17,Debit Card,Mumbai,Expense,-247309.7
101397,21-Feb-2024,Reliance Fresh,Groceries,810.67,Net Banking,Online,Expense,-248120.37
101398,21-Feb-2024,Domino's,Food & Dining,93.14,Debit Card,New Delhi,Expense,-248213.51
101399,2024-02-22,Hostel Fee,Rent,4924.45,Cash,Noida,Expense,-253137.96
101400,22/02/2024,Airtel,Bills,396.25,Debit Card,New Delhi,Expense,-253534.21
101401,22-Feb-2024,Blinkit,Groceries,693.46,Credit Card,Mumbai,Expense,-254227.67
101402,23/02/2024,Delhi Metro,Commute,166.96,UPI,Hyderabad,Expense,-254394.63
101403,23-Feb-2024,Rapido,Transportation,213.47,UPI,Noida,Expense,-254608.1
101404,23-Feb-2024,  Blinkit ,  Groceries ,803.58,Credit Card,  Mumbai ,Expense,-255411.68
101405,23-Feb-2024,Ajio,SHOPPING,1637.68,Debit Card,New Delhi,Expense,-257049.36
101406,23-Feb-2024,Tata 1mg,Health,689.5,UPI,Noida,Expense,-257738.86
101407,2024-02-24,McDonald's,Food & Dining,339.77,Debit Card,Mumbai,Expense,-258078.63
101408,24-Feb-2024,Hostel Laundry,Bills,146.46,UPI,New Delhi,Expense,-258225.09
101409,24/02/2024,Rapido,transportation,57.95,Credit Card,Hyderabad,Expense,-258283.04
101410,24-Feb-2024,Campus Canteen,Food & Dining,323.65,Cash,Online,Expense,-258606.69
101411,25/02/2024,Blinkit,Groceries,610.82,Net Banking,Mumbai,Expense,-259217.51
101412,25/02/2024,Ola,Transportation,235.35,Debit Card,Noida,Expense,-259452.86
101413,25/02/2024,Rapido,Transportation,38.42,Cash,Mumbai,Expense,-259491.28
101414,25-Feb-2024,Chaayos,Food & Dining,272.66,Credit Card,Hyderabad,Expense,-259763.94
101415,25/02/2024,Chaayos,Dining,144.82,Cash,New Delhi,Expense,-259908.76
101416,25/02/2024,Uber,Transportation,154.68,UPI,Mumbai,Expense,-260063.44
101417,26/02/2024,Delhi Metro,Transportation,26.7,Net Banking,Noida,Expense,-260090.14
101418,26/02/2024,Jio,Bills,793.17,UPI,Online,Expense,-260883.31
101419,26/02/2024,Ajio,Shopping,1729.19,UPI,Noida,Expense,-262612.5
101420,27/02/2024,Air India,Travel,4344.24,Debit Card,Online,Expense,-266956.74
101421,27-Feb-2024,Myntra,Shopping,1937.36,Net Banking,Mumbai,Expense,-268894.1
101422,28-Feb-2024,Chaayos,Food & Dining,134.85,Debit Card,Gurugram,Expense,-269028.95
101423,2024-02-28,Flipkart,Shopping,1018.0,Credit Card,Noida,Expense,-270046.95
101424,2024-02-28,Blinkit,Groceries,668.85,Debit Card,Hyderabad,Expense,-270715.8
101425,28-Feb-2024,Chaayos,Food & Dining,307.36,Net Banking,Noida,Expense,-271023.16
101426,2024-03-01,IIT Delhi,Salary/Stipend,16061.57,Net Banking,New Delhi,Income,-254961.59
101427,2024-03-01,Groww,Investment,2423.05,Cash,Gurugram,Expense,-257384.64
101428,01-Mar-2024,  PVR Cinemas ,  Entertainment ,212.02,Credit Card,  Gurugram ,Expense,-257596.66
101429,01/03/2024,Burger King,Food & Dining,124.72,Debit Card,Hyderabad,Expense,-257721.38
101430,01/03/2024,Delhi Metro,transportation,73.76,Net Banking,Hyderabad,Expense,-257795.14
101431,01/03/2024,Ola,Transportation,64.39,UPI,Gurugram,Expense,-257859.53
101432,02/03/2024,Parents,Family Support,41558.97,Net Banking,Hyderabad,Income,-216300.56
101433,02/03/2024,Hostel Laundry,Utility Bills,541.98,UPI,Gurugram,Expense,-216842.54
101434,03/03/2024,Jio,Bills,808.31,Net Banking,Hyderabad,Expense,-217650.85
101435,03/03/2024,Netflix,Entertainment,554.37,Cash,Mumbai,Expense,-218205.22
101436,04/03/2024,Hostel Fee,Rent,5335.53,UPI,New Delhi,Expense,-223540.75
101437,04/03/2024,Airtel,Bills,-1044.23,Net Banking,New Delhi,Expense,-224584.98
101438,2024-03-04,Printing Shop,Others,790.22,UPI,Gurugram,Expense,-225375.2
101439,2024-03-04,Swiggy,Food & Dining,217.02,UPI,Online,Expense,-225592.22
101440,04-Mar-2024,Swiggy,FOOD,334.23,Credit Card,Noida,Expense,-225926.45
101441,04/03/2024,Air India,Travel,5360.58,Net Banking,Hyderabad,Expense,-231287.03
101442,04/03/2024,Ajio,Shopping,1165.47,Cash,Gurugram,Expense,-232452.5
101443,2024-03-05,Airtel,utilities,468.07,Credit Card,Online,Expense,-232920.57
101444,2024-03-05,Uber,transportation,26.85,Net Banking,New Delhi,Expense,-232947.42
101445,05/03/2024,Flipkart,Shopping,2125.79,Net Banking,Mumbai,Expense,-235073.21
101446,05/03/2024,DOMINO'S,Food & Dining,287.44,Cash,Mumbai,Expense,-235360.65
101447,05-Mar-2024,Delhi Metro,Transportation,48.28,Cash,Noida,Expense,-235408.93
101448,2024-03-07,Domino's,Food & Dining,111.88,Credit Card,Mumbai,Expense,-235520.81
101449,07/03/2024,Stationery,Miscellaneous,581.9,Net Banking,Mumbai,Expense,-236102.71
101450,08/03/2024,Blinkit,Groceries,276.14,Net Banking,Online,Expense,-236378.85
101451,2024-03-08,Rapido,Transportation,185.1,Debit Card,New Delhi,Expense,-236563.95
101452,08/03/2024,Ola,Transportation,37.12,Credit Card,Gurugram,Expense,-236601.07
101453,09-Mar-2024,Delhi Metro,Transportation,59.39,Cash,Gurugram,Expense,-236660.46
101454,2024-03-09,  Burger King ,  Food & Dining ,97.56,Credit Card,  Hyderabad ,Expense,-236758.02
101455,2024-03-10,HDFC Bank,Interest,74.71,Net Banking,Hyderabad,Income,-236683.31
101456,10-Mar-2024,Uber,Transportation,65.38,UPI,Hyderabad,Expense,-236748.69
101457,2024-03-10,Apollo Pharmacy,Health,618.78,Credit Card,Mumbai,Expense,-237367.47
101458,2024-03-11,Zomato,Food & Dining,245.91,UPI,Mumbai,Expense,-237613.38
101459,2024-03-11,Zomato,Food & Dining,185.28,Cash,Gurugram,Expense,-237798.66
101460,2024-03-11,BSES,Utility Bills,1153.16,Debit Card,Mumbai,Expense,-238951.82
101461,11/03/2024,BigBasket,Groceries,334.45,Credit Card,Online,Expense,-239286.27
101462,11/03/2024,Apollo Pharmacy,Health,1005.1,Cash,Noida,Expense,-240291.37
101463,2024-03-12,Myntra,Shopping,498.26,UPI,Hyderabad,Expense,-240789.63
101464,12/03/2024,Domino's,Dining,180.3,Debit Card,Online,Expense,-240969.93
101465,12/03/2024,DMart,Groceries,241.75,UPI,Online,Expense,-241211.68
101466,2024-03-12,Flipkart,Shopping,1105.35,Net Banking,Hyderabad,Expense,-242317.03
101467,2024-03-13,PhonePe Rewards,Cashback,92.19,UPI,Online,Income,-242224.84
101468,13/03/2024,Chaayos,food & dining,342.45,Net Banking,Gurugram,Expense,-242567.29
101469,14/03/2024,Ajio,Shopping,1180.17,Net Banking,Mumbai,Expense,-243747.46
101470,2024-03-14,BookMyShow,Entertainment,565.15,Credit Card,Online,Expense,-244312.61
101471,14/03/2024,Swiggy,food & dining,205.5,Cash,New Delhi,Expense,-244518.11
101472,15-Mar-2024,Delhi Metro,Transportation,189.48,,Mumbai,Expense,-244707.59
101473,15/03/2024,Blinkit,Groceries,467.57,  Cash ,Noida,Expense,-245175.16
101474,2024-03-15,BigBasket,Groceries,382.28,Cash,Online,Expense,-245557.44
101475,2024-03-15,Reliance Fresh,Groceries,487.45,Debit Card,New Delhi,Expense,-246044.89
101476,16/03/2024,Zomato,Food & Dining,319.9,Cash,New Delhi,Expense,-246364.79
101477,16-Mar-2024,BookMyShow,Entertainment,510.22,UPI,Gurugram,Expense,-246875.01
101478,16-Mar-2024,Air India,Travel,703.96,Net Banking,Gurugram,Expense,-247578.97
101479,17/03/2024,Rapido,Transportation,121.55,UPI,Noida,Expense,-247700.52
101480,17/03/2024,Burger King,Food & Dining,155.54,Credit Card,,Expense,-247856.06
101481,17/03/2024,,Entertainment,173.66,Debit Card,Online,Expense,-248029.72
101482,2024-03-18,Delhi Metro,Transportation,176.6,Debit Card,Gurugram,Expense,-248206.32
101483,18/03/2024,Rapido,Transportation,168.09,Debit Card,Mumbai,Expense,-248374.41
101484,18-Mar-2024,DELHI METRO,Transportation,41.35,Net Banking,Gurugram,Expense,-248415.76
101485,2024-03-18,Domino's,Food & Dining,122.35,UPI,Hyderabad,Expense,-248538.11
101486,18/03/2024,Udemy,Education,564.62,UPI,Gurugram,Expense,-249102.73
101487,2024-03-18,Zomato,Food & Dining,344.54,Debit Card,Noida,Expense,-249447.27
101488,2024-03-18,Printing Shop,Miscellaneous,234.74,Credit Card,Gurugram,Expense,-249682.01
101489,18/03/2024,Uber,Transportation,57.13,Debit Card,New Delhi,Expense,-249739.14
101490,19-Mar-2024,Rapido,Transportation,141.04,Debit Card,Hyderabad,Expense,-249880.18
101491,19/03/2024,Jio,Bills,158.16,  Cash ,Hyderabad,Expense,-250038.34
101492,20-Mar-2024,Amazon,shopping,2215.82,UPI,Online,Expense,-252254.16
101493,21/03/2024,Ola,Transportation,-28.53,Net Banking,New Delhi,Expense,-252282.69
101494,2024-03-21,MakeMyTrip,Travel,4828.86,Net Banking,Noida,Expense,-257111.55
101495,2024-03-21,Apollo Pharmacy,Health,1189.64,Debit Card,Online,Expense,-258301.19
101496,22-Mar-2024,Rapido,Transportation,30.54,Debit Card,Mumbai,Expense,-258331.73
